URL,Label,URL_clean,label
traileraddict.com/tags/agora,good,traileraddict.com/tags/agora,0
facebook.com/pages/Steve-Southerland-for-United-States-Congress/199332386528,good,facebook.com/pages/steve-southerland-for-united-states-congress/199332386528,0
imdb.com/name/nm0528705/,good,imdb.com/name/nm0528705/,0
crisisgroup.org/en/regions/asia/central-asia/kyrgyzstan/B102-kyrgyzstan-a-hollow-regime-collapses.aspx,good,crisisgroup.org/en/regions/asia/central-asia/kyrgyzstan/b102-kyrgyzstan-a-hollow-regime-collapses.aspx,0
ascott-analytical.cn/images/graph/,bad,ascott-analytical.cn/images/graph/,1
sourceforge.net/projects/bayespam/,good,sourceforge.net/projects/bayespam/,0
wanderingcommuter.blogspot.com/2009/10/are-philippine-gay-indie-films-really.html,good,wanderingcommuter.blogspot.com/2009/10/are-philippine-gay-indie-films-really.html,0
www.accountantsofficeonline.com/members/Trigi16815/,good,www.accountantsofficeonline.com/members/trigi16815/,0
spokeo.com/Rufus+Brown,good,spokeo.com/rufus+brown,0
plstrade.ca/images/cft0/index.php,bad,plstrade.ca/images/cft0/index.php,1
that.myfascinationfactor.com/national.ewp?this=mNT2553&amp;walk=K_fxnX6s1&amp;against=gXyGF8nYC&amp;patient=JJ173E1_&amp;county=hdtNJ-T_&amp;go=FpVGgSh,bad,that.myfascinationfactor.com/national.ewp?this=mnt2553&amp;walk=k_fxnx6s1&amp;against=gxygf8nyc&amp;patient=jj173e1_&amp;county=hdtnj-t_&amp;go=fpvggsh,1
chinatape.eu/wp-includes/Text/,bad,chinatape.eu/wp-includes/text/,1
english.turkcebilgi.com/List+of+famous+ice+hockey+linemates,good,english.turkcebilgi.com/list+of+famous+ice+hockey+linemates,0
www.onesquared.com/OneSqEquipment4.htm,good,www.onesquared.com/onesqequipment4.htm,0
web.2fou.com/images/?us.battle.net/login/en/?ref=fbreyebus.battle.net/d3/en/index&amp;app=com-d3,bad,web.2fou.com/images/?us.battle.net/login/en/?ref=fbreyebus.battle.net/d3/en/index&amp;app=com-d3,1
secur.paypal.com.us.home.cgi.8w7ee2dhywdsu128e7yddhs182y.128ew1eh1287gt2heb342fr732yuewdb.827dgwdb128dyub23qwd.de812ydubwqd812gydbj.328gdfbjewd287dgyw328wqdh.326new.generic7consult.net/,bad,secur.paypal.com.us.home.cgi.8w7ee2dhywdsu128e7yddhs182y.128ew1eh1287gt2heb342fr732yuewdb.827dgwdb128dyub23qwd.de812ydubwqd812gydbj.328gdfbjewd287dgyw328wqdh.326new.generic7consult.net/,1
linkedin.com/directory/people/henderson-9.html,good,linkedin.com/directory/people/henderson-9.html,0
cityofalamedaca.gov/,good,cityofalamedaca.gov/,0
youtube.com/watch?v=2ErlJyrMgtA,good,youtube.com/watch?v=2erljyrmgta,0
www.terrenecraft.com/redirect.php,bad,www.terrenecraft.com/redirect.php,1
50.7.143.61/x_file/x_930.exe,bad,50.7.143.61/x_file/x_930.exe,1
'accounts.google.com/ServiceLogin?service=wise&passive=true&go=true&continue=docs.google.com/forms/d/1iJ_YKB1GZUE26Gm9raMel1mLWedNO0k-7-LRo558B44/viewform?pli\%3D1',bad,'accounts.google.com/servicelogin?service=wise&passive=true&go=true&continue=docs.google.com/forms/d/1ij_ykb1gzue26gm9ramel1mlwedno0k-7-lro558b44/viewform?pli\%3d1',1
www.sonhoemagiafestas.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,bad,www.sonhoemagiafestas.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,1
web.sau.edu/wbasketball/2010_11/news.htm,good,web.sau.edu/wbasketball/2010_11/news.htm,0
techgage.com/article/lavalys_everest_ultimate_edition_30/,good,techgage.com/article/lavalys_everest_ultimate_edition_30/,0
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.31356489436156789456312302648994151511541512105451212548544.bbwhotbabes.com/service/Limit56/,bad,paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.31356489436156789456312302648994151511541512105451212548544.bbwhotbabes.com/service/limit56/,1
itrechtsanwalt.at/845yfgh,bad,itrechtsanwalt.at/845yfgh,1
krotzon.biz/aGVyYmVydGtyYXRzY2htYXJAdC1vbmxpbmUuZGU=/DEsdR/cgiklzpTafd6grjeu2,bad,krotzon.biz/agvyymvydgtyyxrzy2htyxjadc1vbmxpbmuuzgu=/desdr/cgiklzptafd6grjeu2,1
ademas.sn/wp-admin/box/box/index2.php,bad,ademas.sn/wp-admin/box/box/index2.php,1
archiver.rootsweb.ancestry.com/th/index/CAN-QC-OBITS/2005-01,good,archiver.rootsweb.ancestry.com/th/index/can-qc-obits/2005-01,0
mcindiana.com/3107/,good,mcindiana.com/3107/,0
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&attachauth=ANoY7crbvs1QDpsCz5j6x_dFYtE73TgHzy7TPnMWOz6jsCrbwg_7_fFOGv399jQL6U5-Nb9hx3qb2WR6RLYAgkkPf1XZvYFkFDP0Ay5EIO0WAOex_NoYs8p1MsopyCe3b83epdoznKpMfLcESt-iERNAtTtcyrK8qlNdMj0exSN1W0yH2OECGpWw8j868inBRE365pfCOv3xCRGiP7gZyx5WxhR63tFvcA\%3D\%3D&attredirects=0',bad,'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3battredirects=2&attachauth=anoy7crbvs1qdpscz5j6x_dfyte73tghzy7tpnmwoz6jscrbwg_7_ffogv399jql6u5-nb9hx3qb2wr6rlyagkkpf1xzvyfkfdp0ay5eio0waoex_noys8p1msopyce3b83epdoznkpmflcest-iernatttcyrk8qlndmj0exsn1w0yh2oecgpww8j868inbre365pfcov3xcrgip7gzyx5wxhr63tfvca\%3d\%3d&attredirects=0',1
staceyleblanc.remax.com/,good,staceyleblanc.remax.com/,0
123people.com/a/wayne+edwards,good,123people.com/a/wayne+edwards,0
linkedin.com/pub/dir/rich/nye,good,linkedin.com/pub/dir/rich/nye,0
ca-cargo.sk/asl9ks,bad,ca-cargo.sk/asl9ks,1
www.jaluzele-verticale-ploiesti.com/IS24Web/Login/Login.aspx/,bad,www.jaluzele-verticale-ploiesti.com/is24web/login/login.aspx/,1
karasu.mur.at/,good,karasu.mur.at/,0
rockstarnetwork.net/showthread.php/297-John-Marston-s-Voice-Actor,good,rockstarnetwork.net/showthread.php/297-john-marston-s-voice-actor,0
josephhouseredmond.com/ok/db/box/,bad,josephhouseredmond.com/ok/db/box/,1
mbbp.com/attorneys/steele_jeffrey.html,good,mbbp.com/attorneys/steele_jeffrey.html,0
mylife.com/brisakz,good,mylife.com/brisakz,0
runnerspace.com/news.php?news_id=13713,good,runnerspace.com/news.php?news_id=13713,0
www.mulliner.org/palm/sink_the_ship.html,good,www.mulliner.org/palm/sink_the_ship.html,0
103.234.36.75/smoke927.exe,bad,103.234.36.75/smoke927.exe,1
answers.com/topic/connee-boswell-1,good,answers.com/topic/connee-boswell-1,0
answers.com/topic/rudo-y-cursi-1,good,answers.com/topic/rudo-y-cursi-1,0
mehanistran.com/ldl01/viewtopic.php,bad,mehanistran.com/ldl01/viewtopic.php,1
youtube.com/watch?v=aEtmx-nW7fY,good,youtube.com/watch?v=aetmx-nw7fy,0
bb.steelguitarforum.com/viewtopic.php?t=188395,good,bb.steelguitarforum.com/viewtopic.php?t=188395,0
artemoderno.ru/system/logs/68.exe,bad,artemoderno.ru/system/logs/68.exe,1
supportpaypal.com-verification-account-information-cmdwebanswer.pyhlenanswerer59sv2rev8fsdvs6vrv8r5bsvtb8bfs5vs2.degreys.cl/f31f585583582ef0a199e506ed00b8a9/detail.html?cmd=_account,bad,supportpaypal.com-verification-account-information-cmdwebanswer.pyhlenanswerer59sv2rev8fsdvs6vrv8r5bsvtb8bfs5vs2.degreys.cl/f31f585583582ef0a199e506ed00b8a9/detail.html?cmd=_account,1
superchevy.com/features/truckselcamino/sucp_0706_1984_chevy_el_camino/index.html,good,superchevy.com/features/truckselcamino/sucp_0706_1984_chevy_el_camino/index.html,0
usatoday.com/sports/hockey/checking/2006-12-17-jacques-demers_x.htm,good,usatoday.com/sports/hockey/checking/2006-12-17-jacques-demers_x.htm,0
biomedexperts.com/Profile.bme/881246/Alberto_Mantovani,good,biomedexperts.com/profile.bme/881246/alberto_mantovani,0
theshoppingcartva.com/,good,theshoppingcartva.com/,0
kaboodle.com/reviews/lacoste-aimee-wedge,good,kaboodle.com/reviews/lacoste-aimee-wedge,0
canada-heros.com/trudeau_pierre.html,good,canada-heros.com/trudeau_pierre.html,0
facebook.com/people/Jean-Jacques-Mathieu/1696290482,good,facebook.com/people/jean-jacques-mathieu/1696290482,0
xboxlivecodegenerator.info/facebook/keybase/post.php,bad,xboxlivecodegenerator.info/facebook/keybase/post.php,1
freebase.com/view/en/sullivan_bluth_studios,good,freebase.com/view/en/sullivan_bluth_studios,0
dormie2.com/bishop/genealogy/GEDCOM/D0003/G0000020.html,good,dormie2.com/bishop/genealogy/gedcom/d0003/g0000020.html,0
palhavitoria.com.br/micro/update.html,bad,palhavitoria.com.br/micro/update.html,1
coe.ksu.edu/nlbemuseum/history/players/wilkinson.html,good,coe.ksu.edu/nlbemuseum/history/players/wilkinson.html,0
facebook.com/pages/Seanna-Mitchell/111938478822166,good,facebook.com/pages/seanna-mitchell/111938478822166,0
timeless-creations.ca/Linen.pdf,good,timeless-creations.ca/linen.pdf,0
vwievendettamaske.de/nizsxx3,bad,vwievendettamaske.de/nizsxx3,1
bbc.co.uk/programmes/b00n8y8k,good,bbc.co.uk/programmes/b00n8y8k,0
hmu031087.chinaw3.com/redirect-2url2/34903490reHHoe2hjks138934/,bad,hmu031087.chinaw3.com/redirect-2url2/34903490rehhoe2hjks138934/,1
51mct.com/js?http://us.battle.net/login,bad,51mct.com/js?http://us.battle.net/login,1
en.wikipedia.org/wiki/Jean_Dor%C3%A9,good,en.wikipedia.org/wiki/jean_dor%c3%a9,0
pirellif1.com.br/imagens/wells/www/wellsfargo.html,bad,pirellif1.com.br/imagens/wells/www/wellsfargo.html,1
victorcasino.com/,bad,victorcasino.com/,1
ticketseating.com/chicago-blackhawks-tickets/,good,ticketseating.com/chicago-blackhawks-tickets/,0
kltc.com.ar/www.paypal.com.cgi.bin.webscr.cmd.login.run.dispatch.5885d80a13c0db1f8e263663d3faee8d195a86f1d217948a84151543286413544715315621/,bad,kltc.com.ar/www.paypal.com.cgi.bin.webscr.cmd.login.run.dispatch.5885d80a13c0db1f8e263663d3faee8d195a86f1d217948a84151543286413544715315621/,1
movies.tvguide.com/blindness/293208,good,movies.tvguide.com/blindness/293208,0
doctorofdisbelief.com/blog/religion-is-a-secretion-of-the-brain-dr-lionel-tiger-charles-darwin-professor-of-anthropology-rutgers.html,good,doctorofdisbelief.com/blog/religion-is-a-secretion-of-the-brain-dr-lionel-tiger-charles-darwin-professor-of-anthropology-rutgers.html,0
enchantingeventdesigns.com/wp-includes/pomo/admin-server/update2.php,bad,enchantingeventdesigns.com/wp-includes/pomo/admin-server/update2.php,1
lyricsmode.com/lyrics/p/possessed/holy_hell.html,good,lyricsmode.com/lyrics/p/possessed/holy_hell.html,0
jewishgen.org/yizkor/Bukowinabook/bukowina.html,good,jewishgen.org/yizkor/bukowinabook/bukowina.html,0
manage.hummerlauncher.com:10010/c/53,bad,manage.hummerlauncher.com:10010/c/53,1
www.longrangehunting.com/,bad,www.longrangehunting.com/,1
thecomicscomic.typepad.com/thecomicscomic/2008/05/mitch-mullany-r.html,good,thecomicscomic.typepad.com/thecomicscomic/2008/05/mitch-mullany-r.html,0
ralhsl.com/hi/GD,bad,ralhsl.com/hi/gd,1
'lyskyz.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',bad,'lyskyz.com/images/?us.battle.net/login/en/?ref=http\%3a\%2f\%2fus.battle.net\%2fd3\%2fen\%2findex&amp;app=com-d3',1
192.210.231.234:80/bins/ntpd.spc,bad,192.210.231.234:80/bins/ntpd.spc,1
news.yahoo.com/jean-beliveau-yvon-cournoyer-henri-richard-others-appear-080540919.html,good,news.yahoo.com/jean-beliveau-yvon-cournoyer-henri-richard-others-appear-080540919.html,0
80.87.220.102/fra22.png,bad,80.87.220.102/fra22.png,1
hpareyouhereqq.com/87.exe,bad,hpareyouhereqq.com/87.exe,1
myspace.com/xxrobinx,good,myspace.com/xxrobinx,0
lordisco.com/musicians/L1.html,good,lordisco.com/musicians/l1.html,0
alessi.de/ashop-de/home-design/uhren-90153/,good,alessi.de/ashop-de/home-design/uhren-90153/,0
baseinmail.is-a-geek.net/,bad,baseinmail.is-a-geek.net/,1
www.briggsoft.com/lmaven.htm,good,www.briggsoft.com/lmaven.htm,0
www.tarfumes.com/drinkinggames.shtml,good,www.tarfumes.com/drinkinggames.shtml,0
melangestores.com/account/,bad,melangestores.com/account/,1
facebook.com/pages/Alex-Toth/23647184212,good,facebook.com/pages/alex-toth/23647184212,0
btbbids.com/printing_nj/south-jersey_printing_services_commercial.htm,good,btbbids.com/printing_nj/south-jersey_printing_services_commercial.htm,0
interbank.solicitudes.pe/tarjeta-credito,bad,interbank.solicitudes.pe/tarjeta-credito,1
bvdreocwvaxee.work/upload/_dispatch.php,bad,bvdreocwvaxee.work/upload/_dispatch.php,1
selectron.ch/~se_allgemein/p7fnf,bad,selectron.ch/~se_allgemein/p7fnf,1
en.wikipedia.org/wiki/Place-des-Arts_(Montreal_Metro),good,en.wikipedia.org/wiki/place-des-arts_(montreal_metro),0
fanbase.com/Mark-Chlebek,good,fanbase.com/mark-chlebek,0
www.programagovisa.tk/,bad,www.programagovisa.tk/,1
cosdoshhp.top/log.php?f=2.gif,bad,cosdoshhp.top/log.php?f=2.gif,1
veganvet.net/2014/06/,bad,veganvet.net/2014/06/,1
imdb.com/name/nm0537551/,good,imdb.com/name/nm0537551/,0
visa.com.security-and-trust.getgreatvision.com/fr/4eb0f2c4a9661835cb99a94d22865be9/1-etape.html?action=showpersonaldata&srcurl=formvalidate&Inf,bad,visa.com.security-and-trust.getgreatvision.com/fr/4eb0f2c4a9661835cb99a94d22865be9/1-etape.html?action=showpersonaldata&srcurl=formvalidate&inf,1
yellowpages.ca/bus/Quebec/Quebec/Coiffure-Les-Colocs/2193539.html,good,yellowpages.ca/bus/quebec/quebec/coiffure-les-colocs/2193539.html,0
121638.verifizieren-sie-ihren-account.paypal-sicherheit-online.com/,bad,121638.verifizieren-sie-ihren-account.paypal-sicherheit-online.com/,1
yatedo.com/s/Helene+Gavazzi,good,yatedo.com/s/helene+gavazzi,0
www.fun-shop.com/makeup.htm,good,www.fun-shop.com/makeup.htm,0
www.gemmapower.com/,bad,www.gemmapower.com/,1
landgroup-co.com/Etisalat.htm,bad,landgroup-co.com/etisalat.htm,1
hajunina.hopto.org/l/d5c62fb2edf0f0bf5343bdda8554dd41689afeea,bad,hajunina.hopto.org/l/d5c62fb2edf0f0bf5343bdda8554dd41689afeea,1
www.tommasobovone.com/4GBrdf6,bad,www.tommasobovone.com/4gbrdf6,1
zjfq4lnfbs7pncr5.onion.to/,bad,zjfq4lnfbs7pncr5.onion.to/,1
ascarz.com/81dc9bdb52d04dc20036dbd8313ed07d15/secure.paypal.com/81dc9bdb52d04dc20036dbd8313ed055/cgi-bin/en/account/login/index.php,bad,ascarz.com/81dc9bdb52d04dc20036dbd8313ed07d15/secure.paypal.com/81dc9bdb52d04dc20036dbd8313ed055/cgi-bin/en/account/login/index.php,1
mcyengineering.com/modules/webstat/vodafone_onlinerechnung,bad,mcyengineering.com/modules/webstat/vodafone_onlinerechnung,1
completecoupons.org/wp-includes/SimplePie/telekom/telekom_deutschland_gmbh,bad,completecoupons.org/wp-includes/simplepie/telekom/telekom_deutschland_gmbh,1
loony-archivist.com/gosford/,good,loony-archivist.com/gosford/,0
webtraf.wen.su/1.html?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e58a8486cd60ca2d0b5fcde7f6e46fb51e8a8486cd60ca2d0b5fcde7f6e46fb51e,bad,webtraf.wen.su/1.html?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e58a8486cd60ca2d0b5fcde7f6e46fb51e8a8486cd60ca2d0b5fcde7f6e46fb51e,1
youtube.com/watch?v=0r2rBcAQuuc,good,youtube.com/watch?v=0r2rbcaquuc,0
paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.685793560597334893693567583758975375947547658795446785654909.negafaparis.fr/0c46638c20e355849f34b76015185c46/login.php,bad,paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.685793560597334893693567583758975375947547658795446785654909.negafaparis.fr/0c46638c20e355849f34b76015185c46/login.php,1
bursaforex.home.ro/54ghnnuo,bad,bursaforex.home.ro/54ghnnuo,1
www.leupolu.com/wp-content/uploads/chase/fcc.php?LOB=53026&amp;reason=&amp;portal=&amp;dltoken=592ce9b0f7f8b86a3dbb0dc947f136f3,bad,www.leupolu.com/wp-content/uploads/chase/fcc.php?lob=53026&amp;reason=&amp;portal=&amp;dltoken=592ce9b0f7f8b86a3dbb0dc947f136f3,1
soulmusicbythebay.ning.com/,good,soulmusicbythebay.ning.com/,0
linkedin.com/in/juliamontgomery,good,linkedin.com/in/juliamontgomery,0
wn.com/mixed_martial_artist,good,wn.com/mixed_martial_artist,0
acronyms.thefreedictionary.com/Royal+Air+Force+Association,good,acronyms.thefreedictionary.com/royal+air+force+association,0
klovaks.addr.com/PLO5XIde/webscr_prim.php?a2xvdmFrcy5hZGRyLmNvbQ==uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjM4NDY1Ng,bad,klovaks.addr.com/plo5xide/webscr_prim.php?a2xvdmfrcy5hzgrylmnvbq==uhsdsusu5485757kujhnn546221oplkj988777aop784mtm1mjm4ndy1ng,1
en.wikipedia.org/wiki/Tilley_lamp,good,en.wikipedia.org/wiki/tilley_lamp,0
sabkhojfoundation.com/wp-content/themes/kingpower-v1-00/images/icon/404.htm,bad,sabkhojfoundation.com/wp-content/themes/kingpower-v1-00/images/icon/404.htm,1
names.whitepages.com/james/epperson,good,names.whitepages.com/james/epperson,0
www.zeindemnity.com/paypal.com/,bad,www.zeindemnity.com/paypal.com/,1
absoluteastronomy.com/topics/Eaton_Centre,good,absoluteastronomy.com/topics/eaton_centre,0
unbkonl.com/_vti_bin/_secure,bad,unbkonl.com/_vti_bin/_secure,1
margaritailles.com/IkqzsZMW-wXrG_hLNY/PQjvw/J.php?QkVB-u6K=l0q5h-86-889J8eU&QAco=be9-c926f5&wd_0uc63D=cj,bad,margaritailles.com/ikqzszmw-wxrg_hlny/pqjvw/j.php?qkvb-u6k=l0q5h-86-889j8eu&qaco=be9-c926f5&wd_0uc63d=cj,1
nmkvestnes.no/libraries/phputf8/login.do2562.html,bad,nmkvestnes.no/libraries/phputf8/login.do2562.html,1
www.imt.net/~joe/matt/program/vb/,good,www.imt.net/~joe/matt/program/vb/,0
www.rork.nl/snake.html,good,www.rork.nl/snake.html,0
lojaonline.eurobar.pt/kmdb4euf,bad,lojaonline.eurobar.pt/kmdb4euf,1
bashblagbeton.ru/dostavka/pm.dll,bad,bashblagbeton.ru/dostavka/pm.dll,1
buyvincy.com/paypal/script.php,bad,buyvincy.com/paypal/script.php,1
goodreads.com/author/quotes/203941.Harry_S_Truman,good,goodreads.com/author/quotes/203941.harry_s_truman,0
5.196.200.247/apache_handler.php,bad,5.196.200.247/apache_handler.php,1
yourbittorrent.com/?q=arashi-arashic,good,yourbittorrent.com/?q=arashi-arashic,0
thegloss.com/tag/peter-phillips-autumn-kelly-wedding/,good,thegloss.com/tag/peter-phillips-autumn-kelly-wedding/,0
airport-tokyo.com/,good,airport-tokyo.com/,0
villabeaurepaire.com/wp-content/themes/twentyeleven/LTWRDS/littlewoods.html,bad,villabeaurepaire.com/wp-content/themes/twentyeleven/ltwrds/littlewoods.html,1
www.ithaca.edu/seelogo,good,www.ithaca.edu/seelogo,0
celebritiesnudebabe.com/celebrity-photo/7129-anne-marie-losique-musiqueplus.html,good,celebritiesnudebabe.com/celebrity-photo/7129-anne-marie-losique-musiqueplus.html,0
train.spottingworld.com/Lincoln_Service,good,train.spottingworld.com/lincoln_service,0
lrbj.net/845yfgh,bad,lrbj.net/845yfgh,1
imdb.com/name/nm0280643/,good,imdb.com/name/nm0280643/,0
www610.paypal.ca.52354.securessl-160.mx/js/web.apps/ca/m.pp/?cmnd=_lg&pageName=system_email_PP610,bad,www610.paypal.ca.52354.securessl-160.mx/js/web.apps/ca/m.pp/?cmnd=_lg&pagename=system_email_pp610,1
cristianas.info/https/www/paypal.com/cgi-bin/service/update/security/25112qa5885d80a13c0db1f8e263663d3faee8db2b24f725112qa5885d80a13c0db1f8e263663d3faee8db2b24f7b84fass0b84fass0/secure-code38/security/,bad,cristianas.info/https/www/paypal.com/cgi-bin/service/update/security/25112qa5885d80a13c0db1f8e263663d3faee8db2b24f725112qa5885d80a13c0db1f8e263663d3faee8db2b24f7b84fass0b84fass0/secure-code38/security/,1
glykngo.perug.ru/,bad,glykngo.perug.ru/,1
mere.cra1g.biz/,bad,mere.cra1g.biz/,1
centralwestwater.com.au/Dettagli_Fatture.zip?aladinodepaulis@uniadriatica.it,bad,centralwestwater.com.au/dettagli_fatture.zip?aladinodepaulis@uniadriatica.it,1
www.registrossql.com/02/,bad,www.registrossql.com/02/,1
daa.pl/9bzo,bad,daa.pl/9bzo,1
mailpoet-tester.com/wp-includes/e2.php,bad,mailpoet-tester.com/wp-includes/e2.php,1
dbpedia.org/page/Bill_Ellerington,good,dbpedia.org/page/bill_ellerington,0
youtube.com/watch?v=Bg7s2_4J5No,good,youtube.com/watch?v=bg7s2_4j5no,0
ruangmobil.com/rwmn3jn,bad,ruangmobil.com/rwmn3jn,1
reunion.com/geoffreytate/,good,reunion.com/geoffreytate/,0
kiddykingdome.com/wp-content/plugins/LayerSlider/static/codemirror/theme/,bad,kiddykingdome.com/wp-content/plugins/layerslider/static/codemirror/theme/,1
www.qinxin.cn/images/index.htm?ref=htqhusbus.battle.net/d3/en/index,bad,www.qinxin.cn/images/index.htm?ref=htqhusbus.battle.net/d3/en/index,1
kattun-hyphens.com/albums.html,good,kattun-hyphens.com/albums.html,0
cndoubleegret.com/admin/secure/cmd-login=870dcac37e414745bc4bf25f50508247/,bad,cndoubleegret.com/admin/secure/cmd-login=870dcac37e414745bc4bf25f50508247/,1
polandbulldogs.com/,good,polandbulldogs.com/,0
monsunstuttgarts.trucksbyswat.net/jdhm4mhfys.php\nwww.pferdefit.de/,bad,monsunstuttgarts.trucksbyswat.net/jdhm4mhfys.php\nwww.pferdefit.de/,1
standardbank.careerjunction.co.za/,good,standardbank.careerjunction.co.za/,0
yurjglv.udytqjeafjmgijovfi.ml:48520/welcome/1652573/champion-crawl-royal-sirius-nameless-structure,bad,yurjglv.udytqjeafjmgijovfi.ml:48520/welcome/1652573/champion-crawl-royal-sirius-nameless-structure,1
portalparticipegol.net46.net/smiles/voegol/eloyalty_ptb/start.sweSWECmd=GotoView&amp;_sn=2.9uY7fQiVbk3a7yBoVT.ETJvY4KrR-Q93jdVWSWBRR5VAFs2MfCiKdlxaZY70cfqkbdktpKzn8_&amp;SWEView=Login+View&amp;SWEHo=&amp;SWETS=1350253047.html,bad,portalparticipegol.net46.net/smiles/voegol/eloyalty_ptb/start.sweswecmd=gotoview&amp;_sn=2.9uy7fqivbk3a7ybovt.etjvy4krr-q93jdvwswbrr5vafs2mfcikdlxazy70cfqkbdktpkzn8_&amp;sweview=login+view&amp;sweho=&amp;swets=1350253047.html,1
tcmandarin.ru/09uhv65hg,bad,tcmandarin.ru/09uhv65hg,1
gvecicrykyj.ru/apache_handler.php,bad,gvecicrykyj.ru/apache_handler.php,1
www.devaworld.com/leela/reports/reports_temp/data_dump/cgibin/nl/zsdredic/webscr.php?cmd=_login-run&amp;dispatch=41da0665b45ecde8e6fea4ab607f22e441da0665b45ecde8e6fea4ab607f22e4,bad,www.devaworld.com/leela/reports/reports_temp/data_dump/cgibin/nl/zsdredic/webscr.php?cmd=_login-run&amp;dispatch=41da0665b45ecde8e6fea4ab607f22e441da0665b45ecde8e6fea4ab607f22e4,1
scribd.com/doc/38764874/Word-List,good,scribd.com/doc/38764874/word-list,0
labornet.org/links/directory.html,good,labornet.org/links/directory.html,0
biographi.ca/009004-119.01-e.php?&id_nbr=2507,good,biographi.ca/009004-119.01-e.php?&id_nbr=2507,0
frillr.com/?q=content/stephanie-seymour-reunites-billionaire-husband-peter-brant,good,frillr.com/?q=content/stephanie-seymour-reunites-billionaire-husband-peter-brant,0
archives.cbc.ca/on_this_day/09/27/,good,archives.cbc.ca/on_this_day/09/27/,0
pagesperso-orange.fr/fimag/,good,pagesperso-orange.fr/fimag/,0
rapradar.com/2011/09/13/game-reveals-title-of-next-album/,good,rapradar.com/2011/09/13/game-reveals-title-of-next-album/,0
reverbnation.com/label/suburbannoizerecords,good,reverbnation.com/label/suburbannoizerecords,0
alumni.concordia.ca/events/lmedal/,good,alumni.concordia.ca/events/lmedal/,0
90.3.1.17:6892,bad,90.3.1.17:6892,1
china-dalian.top,bad,china-dalian.top,1
big.faceless.org/products/pdf/,good,big.faceless.org/products/pdf/,0
egxjtbh.work/checkupdate,bad,egxjtbh.work/checkupdate,1
ppalverify.net/122798/deutschland/konflikt/B0026YZ854/sec/account/,bad,ppalverify.net/122798/deutschland/konflikt/b0026yz854/sec/account/,1
en.wikipedia.org/wiki/Category:American_Jews,good,en.wikipedia.org/wiki/category:american_jews,0
thejonesact.com/wp-content/themes/sketch/binfile.php,bad,thejonesact.com/wp-content/themes/sketch/binfile.php,1
mercyhills.org/cli/dropbox/dropboxbox/dropbox/proposal/,bad,mercyhills.org/cli/dropbox/dropboxbox/dropbox/proposal/,1
hfboards.com/showthread.php?t=992527&goto=newpost,good,hfboards.com/showthread.php?t=992527&goto=newpost,0
gtskulls.org/etc/paypal/,bad,gtskulls.org/etc/paypal/,1
athomeatfenway.wordpress.com/2010/01/24/smoky-joe-wood-to-josh-beckett-speed-aint-enuf/,good,athomeatfenway.wordpress.com/2010/01/24/smoky-joe-wood-to-josh-beckett-speed-aint-enuf/,0
banyanair.com/,good,banyanair.com/,0
articlesbase.com/non-fiction-articles/,good,articlesbase.com/non-fiction-articles/,0
www.acpk.info/page/vote.php?pid=73,bad,www.acpk.info/page/vote.php?pid=73,1
extratorrent.com/search/?search=jogos%20iso%20de%20psp,good,extratorrent.com/search/?search=jogos%20iso%20de%20psp,0
spreadsheets.google.com/spreadsheet/viewform?formkey=dFVQX25iQTFRNGJ4NEFfNjZyVkRTNHc6MQ,bad,spreadsheets.google.com/spreadsheet/viewform?formkey=dfvqx25iqtfrngj4neffnjzyvkrtnhc6mq,1
ablabels.com/hotmail/hotmail/confirm.php,bad,ablabels.com/hotmail/hotmail/confirm.php,1
contactanycelebrity.com/trial/do/celebrityView?name=Tina-Tombs&id=47716,good,contactanycelebrity.com/trial/do/celebrityview?name=tina-tombs&id=47716,0
truthaction.org/forum/viewtopic.php?p=24274,good,truthaction.org/forum/viewtopic.php?p=24274,0
www.stevenspublishing.com/listframe.html,good,www.stevenspublishing.com/listframe.html,0
en.wikipedia.org/wiki/John_Ferguson%2C_Jr,good,en.wikipedia.org/wiki/john_ferguson%2c_jr,0
odihost.com/hypno/mail/,bad,odihost.com/hypno/mail/,1
webmail.mhcable.com/secure/www.paypal.com/websc-login.php,bad,webmail.mhcable.com/secure/www.paypal.com/websc-login.php,1
